job_title,normalized_title,esco_occupation,company,country,city,remote_type,experience_level,source,salary_min,salary_max,salary_avg,currency,posted_date,job_description,description_truncated,original_skills_list,completed_skills_list,llm_validated_skills_list,llm_removed_skills_list,recommended_skills_list,recommended_skills,skill_inference_method,recommended_skill_source,llm_status,llm_keep_rate,has_recommended_skills,n_recommended_skills,n_original_skills,posted_month,has_salary,has_original_skills,remote_type_clean,experience_level_clean
"Machine Learning Engineer II, Logistics AI",Machine Learning Engineer,artificial intelligence engineer,Instacart,United States,Bowling Green,Unspecified,Mid-level,Adzuna,97000.0,97000.0,97000.0,USD,2025-12-04,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …",True,[],"['rag', 'r', 'computer vision', 'nlp', 'kubernetes']","['computer vision', 'nlp', 'kubernetes']","['r', 'rag']","['computer vision', 'nlp', 'kubernetes']","computer vision, nlp, kubernetes",knn_inference,llm_validated_with_rescue,ok,0.6,True,3,0,2025-12,True,False,Unspecified,Mid-level
"Machine Learning Engineer II, Logistics AI",Machine Learning Engineer,artificial intelligence engineer,Instacart,United States,Gresham,Unspecified,Mid-level,Adzuna,99000.0,99000.0,99000.0,USD,2025-12-04,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …",True,[],"['rag', 'r', 'computer vision', 'nlp', 'kubernetes']","['computer vision', 'nlp', 'kubernetes']","['r', 'rag']","['computer vision', 'nlp', 'kubernetes']","computer vision, nlp, kubernetes",knn_inference,llm_validated_with_rescue,ok,0.6,True,3,0,2025-12,True,False,Unspecified,Mid-level
"Machine Learning Engineer II, Logistics AI",Machine Learning Engineer,artificial intelligence engineer,Instacart,United States,Springfield,Unspecified,Mid-level,Adzuna,95000.0,95000.0,95000.0,USD,2025-12-04,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …",True,[],"['rag', 'r', 'computer vision', 'nlp', 'kubernetes']","['computer vision', 'nlp', 'kubernetes']","['r', 'rag']","['computer vision', 'nlp', 'kubernetes']","computer vision, nlp, kubernetes",knn_inference,llm_validated_with_rescue,ok,0.6,True,3,0,2025-12,True,False,Unspecified,Mid-level
"Machine Learning Engineer II, Logistics AI",Machine Learning Engineer,artificial intelligence engineer,Instacart,United States,Corpus Christi,Unspecified,Mid-level,Adzuna,91000.0,91000.0,91000.0,USD,2025-12-04,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …",True,[],"['rag', 'r', 'computer vision', 'nlp', 'kubernetes']","['computer vision', 'nlp', 'kubernetes']","['r', 'rag']","['computer vision', 'nlp', 'kubernetes']","computer vision, nlp, kubernetes",knn_inference,llm_validated_with_rescue,ok,0.6,True,3,0,2025-12,True,False,Unspecified,Mid-level
Data Scientist,Data Scientist,data scientist,The United States Secret Service,United States,Washington,Unspecified,Mid-level,Adzuna,42000.0,42000.0,42000.0,USD,2026-02-19,"Joining the Secret Service, Office of Strategy, Planning, and Innovation will allow you to apply data science and related information management principles to promote effective data use for informed decision-making, and to drive positive transformation in programs and organizational units with advanced analytic, modeling, and evaluation support. The selectee will serve as a Data Scientist in the Office of Strategy, Planning, and Innovation. Typical work assignments include: Analyzes and evaluat…",True,[],"['computer vision', 'aws', 'nlp', 'python']","['aws', 'python']","['computer vision', 'nlp']","['aws', 'python']","aws, python",knn_inference,llm_validated_with_rescue,ok,0.5,True,2,0,2026-02,True,False,Unspecified,Mid-level
Data Scientist,Data Scientist,data scientist,Jobot,United States,The Woodlands,Onsite,Mid-level,Adzuna,113000.0,113000.0,113000.0,USD,2026-02-16,"Raw Data Wrangling - Advance Analytics This Jobot Job is hosted by: Chuck Wirtz Are you a fit? Easy Apply now by clicking the ""Apply"" button and sending us your resume. Salary: $110,000 - $125,000 per year A bit about us: As a leader in our industry, we serve 40 states nationwide. This role is a dedicated Data Scientist, onsite 4x/week in The Woodlands, Stock  Bonus. Why join us? You will join an established, dedicated team led by experienced engineers. We are ingesting large volumes of data to…",True,[],"['python', 'azure', 'r', 'aws', 'nlp', 'gcp']","['python', 'r', 'aws', 'nlp']","['azure', 'gcp']","['python', 'r', 'aws', 'nlp']","python, r, aws, nlp",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,4,0,2026-02,True,False,On-site,Mid-level
Senior Data Scientist,Data Scientist,data scientist,Jobot,United States,Acton,Unspecified,Senior,Adzuna,231000.0,231000.0,231000.0,USD,2026-02-16,"Urgently hiring Senior Data Scientist! This Jobot Job is hosted by: Kendall Kaing Are you a fit? Easy Apply now by clicking the ""Apply"" button and sending us your resume. Salary: $80,000 - $130,000 per year A bit about us: Are you interested in working for the world's largest cannabis market with a footprint that covers the entire breadth of the state of California? Are you someone who wants to be part of the growth of a fast-growing industry? At client company, our mission is clear: to provide…",True,[],"['r', 'python', 'pytorch', 'scikit-learn', 'tensorflow']","['r', 'python', 'scikit-learn', 'tensorflow']",['pytorch'],"['r', 'python', 'scikit-learn', 'tensorflow']","r, python, scikit-learn, tensorflow",knn_inference,llm_validated_with_rescue,ok,0.8,True,4,0,2026-02,True,False,Unspecified,Senior
Data Scientist,Data Scientist,data scientist,DSM-H LLC,United States,Arizona,Unspecified,Mid-level,Adzuna,102000.0,102000.0,102000.0,USD,2026-01-26,"About this Role This role provides broad exposure to MineStar products and involves close collaboration with product owners, service engineers, quality teams, and other key partners. You’ll expand your network while strengthening your knowledge and adaptability in a dynamic, fast changing environment. Typical task breakdown: - Code reports and applications ensuring data and information are correct. - Develop and provide visualizations and measure for data using Power BI or other reporting tools…",True,[],"['aws', 'python', 'r', 'spark', 'azure', 'computer vision']","['python', 'r', 'azure']","['aws', 'computer vision', 'spark']","['python', 'r', 'azure', 'computer vision']","python, r, azure, computer vision",knn_inference,llm_validated_with_rescue,ok,0.5,True,4,0,2026-01,True,False,Unspecified,Mid-level
GEOINT Data Scientist,Data Scientist,data scientist,ManTech International,United States,West Springfield,Unspecified,Mid-level,Adzuna,93000.0,130000.0,111500.0,USD,2026-02-06,"Join ManTech's innovative team as a GEOINT Data Scientist, where you will apply cutting-edge data science techniques to crucial national security programs within the U.S. intelligence community and the Department of Defense. In this role, you will transform complex geospatial intelligence (GEOINT) data into actionable insights using advanced analytics and artificial intelligence. You'll work closely with both technology experts and mission specialists to ensure our nation’s security through sup…",True,[],"['r', 'computer vision', 'python', 'azure', 'gcp']","['computer vision', 'python']","['azure', 'gcp', 'r']","['computer vision', 'python', 'r']","computer vision, python, r",knn_inference,llm_validated_with_rescue,ok,0.4,True,3,0,2026-02,True,False,Unspecified,Mid-level
GEOINT Data Scientist,Data Scientist,data scientist,ManTech International,United States,Saint Louis,Unspecified,Mid-level,Adzuna,93000.0,130000.0,111500.0,USD,2026-02-21,"Join ManTech's innovative team as a GEOINT Data Scientist, where you will apply cutting-edge data science techniques to crucial national security programs within the U.S. intelligence community and the Department of Defense. In this role, you will transform complex geospatial intelligence (GEOINT) data into actionable insights using advanced analytics and artificial intelligence. You'll work closely with both technology experts and mission specialists to ensure our nation’s security through sup…",True,[],"['r', 'computer vision', 'python', 'azure', 'gcp']","['computer vision', 'python']","['azure', 'gcp', 'r']","['computer vision', 'python', 'r']","computer vision, python, r",knn_inference,llm_validated_with_rescue,ok,0.4,True,3,0,2026-02,True,False,Unspecified,Mid-level
Data Scientist III,Data Scientist,data scientist,Orangepeople LLC,United States,California,Unspecified,Mid-level,Adzuna,202000.0,202000.0,202000.0,USD,2026-02-03,"Join our dynamic team as a seasoned Data Scientist, driving strategic initiatives across the social ecosystem. This role is perfect for a data scientist with exceptional analytical expertise, extensive experience navigating large-scale data environments, and a passion for transforming insights into impactful outcomes. Elevate our data-driven decision-making with your expertise and make a meaningful difference in a fast-paced, innovative environment. Responsibilities: Data Analysis & Modeling: C…",True,[],"['aws', 'r', 'azure']","['aws', 'r']",['azure'],"['aws', 'r']","aws, r",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,2,0,2026-02,True,False,Unspecified,Mid-level
